year,island,month,Totalamount
2010,LĀNA'I,Jun,5824.26
2010,LĀNA'I,Jul,6232.97
2010,LĀNA'I,Aug,6235.12
2010,LĀNA'I,Sep,5663.74
2010,LĀNA'I,Oct,5340.10
2010,LĀNA'I,Nov,4918.25
2010,LĀNA'I,Dec,6922.41
2010,KAUA'I,Jan,71048.52
2010,KAUA'I,Feb,69780.81
2010,KAUA'I,Mar,79858.36
2010,KAUA'I,Apr,76508.47
2010,KAUA'I,May,77699.71
2010,KAUA'I,Jun,92569.27
2010,KAUA'I,Jul,100833.82
2010,KAUA'I,Aug,90773.80
2010,KAUA'I,Sep,73645.74
2010,KAUA'I,Oct,79332.26
2010,KAUA'I,Nov,71715.40
2010,KAUA'I,Dec,80957.67
2010,HAWAI'I ISLAND,Jan,105202.76
2010,HAWAI'I ISLAND,Feb,102227.43
2010,HAWAI'I ISLAND,Mar,107397.98
2010,HAWAI'I ISLAND,Apr,103510.91
2010,HAWAI'I ISLAND,May,95241.12
2010,HAWAI'I ISLAND,Jun,116074.87
2010,HAWAI'I ISLAND,Jul,127504.81
2010,HAWAI'I ISLAND,Aug,120957.15
2010,HAWAI'I ISLAND,Sep,92392.72
2010,HAWAI'I ISLAND,Oct,105329.05
2010,HAWAI'I ISLAND,Nov,100611.79
2010,HAWAI'I ISLAND,Dec,114408.50
2011,O'AHU,Jan,358571.50
2011,O'AHU,Feb,347490.18
2011,O'AHU,Mar,357242.18
2011,O'AHU,Apr,328133.82
2011,O'AHU,May,344955.21
2011,O'AHU,Jun,372619.75
2011,O'AHU,Jul,407450.21
2011,O'AHU,Aug,410956.30
2011,O'AHU,Sep,358582.50
2011,O'AHU,Oct,358394.45
2011,O'AHU,Nov,343277.88
2011,O'AHU,Dec,413949.93
2011,MAUI,Jan,174924.12
2011,MAUI,Feb,177431.47
2011,MAUI,Mar,202791.49
2011,MAUI,Apr,179270.06
2011,MAUI,May,162061.92
2011,MAUI,Jun,189730.67
2011,MAUI,Jul,208853.59
2011,MAUI,Aug,185352.04
2011,MAUI,Sep,157947.08
2011,MAUI,Oct,168043.15
2011,MAUI,Nov,166566.65
2011,MAUI,Dec,195515.09
2011,MOLOKA'I,Jan,4749.91
2011,MOLOKA'I,Feb,4488.91
2011,MOLOKA'I,Mar,7783.81
2011,MOLOKA'I,Apr,3962.31
2011,MOLOKA'I,May,3611.07
2011,MOLOKA'I,Jun,4533.04
2011,MOLOKA'I,Jul,4493.52
2011,MOLOKA'I,Aug,3837.47
2011,MOLOKA'I,Sep,3624.55
2011,MOLOKA'I,Oct,4311.13
2011,MOLOKA'I,Nov,3917.92
2011,MOLOKA'I,Dec,5936.06
2011,LĀNA'I,Jan,5782.94
2011,LĀNA'I,Feb,6104.11
2011,LĀNA'I,Mar,9666.58
2011,LĀNA'I,Apr,6382.36
2011,LĀNA'I,May,6036.53
2011,LĀNA'I,Jun,5736.43
2011,LĀNA'I,Jul,6523.15
2011,LĀNA'I,Aug,5680.09
2011,LĀNA'I,Sep,5608.61
2011,LĀNA'I,Oct,5607.75
2011,LĀNA'I,Nov,5025.26
2011,LĀNA'I,Dec,6850.48
2011,KAUA'I,Jan,75582.44
2011,KAUA'I,Feb,76819.02
2011,KAUA'I,Mar,82260.83
2011,KAUA'I,Apr,83749.86
2011,KAUA'I,May,82091.93
2011,KAUA'I,Jun,92504.83
2011,KAUA'I,Jul,102443.77
2011,KAUA'I,Aug,89228.06
2011,KAUA'I,Sep,81386.40
2011,KAUA'I,Oct,81645.68
2011,KAUA'I,Nov,72879.58
2011,KAUA'I,Dec,90907.13
2011,HAWAI'I ISLAND,Jan,115037.32
2011,HAWAI'I ISLAND,Feb,116585.58
2011,HAWAI'I ISLAND,Mar,118908.41
2011,HAWAI'I ISLAND,Apr,104550.76
2011,HAWAI'I ISLAND,May,96718.02
2011,HAWAI'I ISLAND,Jun,109698.92
2011,HAWAI'I ISLAND,Jul,124426.62
2011,HAWAI'I ISLAND,Aug,113767.00
2011,HAWAI'I ISLAND,Sep,99006.78
2011,HAWAI'I ISLAND,Oct,98886.09
2011,HAWAI'I ISLAND,Nov,96967.26
2011,HAWAI'I ISLAND,Dec,123757.69
2012,O'AHU,Jan,390301.04
2012,O'AHU,Feb,366579.73
2012,O'AHU,Mar,405062.21
2012,O'AHU,Apr,371770.92
2012,O'AHU,May,396694.15
2012,O'AHU,Jun,427096.16
2012,O'AHU,Jul,459248.54
2012,O'AHU,Aug,466004.30
2012,O'AHU,Sep,388307.36
2012,O'AHU,Oct,390490.10
2012,O'AHU,Nov,394273.79
2012,O'AHU,Dec,448217.16
2012,MAUI,Jan,190323.82
2012,MAUI,Feb,185220.12
2012,MAUI,Mar,215132.09
2012,MAUI,Apr,186610.63
2012,MAUI,May,172116.73
2012,MAUI,Jun,206946.62
2012,MAUI,Jul,213700.33
2012,MAUI,Aug,204669.26
2012,MAUI,Sep,163167.07
2012,MAUI,Oct,178430.05
2012,MAUI,Nov,182442.81
2012,MAUI,Dec,210434.29
2012,MOLOKA'I,Jan,4993.37
2012,MOLOKA'I,Feb,4610.90
2012,MOLOKA'I,Mar,4361.12
2012,MOLOKA'I,Apr,4841.19
2012,MOLOKA'I,May,4295.24
2012,MOLOKA'I,Jun,4168.55
2012,MOLOKA'I,Jul,4683.27
2012,MOLOKA'I,Aug,4036.43
2012,MOLOKA'I,Sep,4124.55
2012,MOLOKA'I,Oct,4106.44
2012,MOLOKA'I,Nov,4068.97
2012,MOLOKA'I,Dec,5032.63
2012,LĀNA'I,Jan,6355.81
2012,LĀNA'I,Feb,6054.62
2012,LĀNA'I,Mar,6581.88
2012,LĀNA'I,Apr,6319.37
2012,LĀNA'I,May,5638.70
2012,LĀNA'I,Jun,6459.03
2012,LĀNA'I,Jul,6138.16
2012,LĀNA'I,Aug,6592.55
2012,LĀNA'I,Sep,5544.68
2012,LĀNA'I,Oct,5212.72
2012,LĀNA'I,Nov,5317.46
2012,LĀNA'I,Dec,6433.93
2012,KAUA'I,Jan,83300.18
2012,KAUA'I,Feb,81617.75
2012,KAUA'I,Mar,93530.24
2012,KAUA'I,Apr,86965.67
2012,KAUA'I,May,85173.59
2012,KAUA'I,Jun,101904.99
2012,KAUA'I,Jul,103443.93
2012,KAUA'I,Aug,100502.66
2012,KAUA'I,Sep,83743.07
2012,KAUA'I,Oct,84434.86
2012,KAUA'I,Nov,82936.99
2012,KAUA'I,Dec,97127.06
2012,HAWAI'I ISLAND,Jan,125590.25
2012,HAWAI'I ISLAND,Feb,119627.60
2012,HAWAI'I ISLAND,Mar,131682.39
2012,HAWAI'I ISLAND,Apr,112910.68
2012,HAWAI'I ISLAND,May,104380.96
2012,HAWAI'I ISLAND,Jun,118149.36
2012,HAWAI'I ISLAND,Jul,133257.04
2012,HAWAI'I ISLAND,Aug,129441.40
2012,HAWAI'I ISLAND,Sep,96284.40
2012,HAWAI'I ISLAND,Oct,113416.73
2012,HAWAI'I ISLAND,Nov,113244.00
2012,HAWAI'I ISLAND,Dec,135296.95
2013,O'AHU,Jan,395363.77
2013,O'AHU,Feb,386215.72
2013,O'AHU,Mar,434897.41
2013,O'AHU,Apr,386073.66
2013,O'AHU,May,410650.83
2013,O'AHU,Jun,449660.00
2013,O'AHU,Jul,486709.16
2013,O'AHU,Aug,480529.56
2013,O'AHU,Sep,392513.80
2013,O'AHU,Oct,402225.20
2013,O'AHU,Nov,381627.25
2013,O'AHU,Dec,437809.42
2013,MAUI,Jan,198821.60
2013,MAUI,Feb,190752.42
2013,MAUI,Mar,217820.13
2013,MAUI,Apr,189407.67
2013,MAUI,May,182190.27
2013,MAUI,Jun,211887.60
2013,MAUI,Jul,225274.09
2013,MAUI,Aug,208400.70
2013,MAUI,Sep,165981.74
2013,MAUI,Oct,176230.59
2013,MAUI,Nov,180874.38
2013,MAUI,Dec,211142.35
2013,MOLOKA'I,Jan,5269.67
2013,MOLOKA'I,Feb,4204.20
2013,MOLOKA'I,Mar,4336.34
2013,MOLOKA'I,Apr,4457.60
2013,MOLOKA'I,May,4315.19
2013,MOLOKA'I,Jun,4591.02
2013,MOLOKA'I,Jul,4792.27
2013,MOLOKA'I,Aug,3748.44
2013,MOLOKA'I,Sep,4965.09
2013,MOLOKA'I,Oct,4502.88
2013,MOLOKA'I,Nov,4353.87
2013,MOLOKA'I,Dec,5620.61
2013,LĀNA'I,Jan,6302.13
2013,LĀNA'I,Feb,6144.65
2013,LĀNA'I,Mar,6664.16
2013,LĀNA'I,Apr,5696.40
2013,LĀNA'I,May,5476.75
2013,LĀNA'I,Jun,7037.25
2013,LĀNA'I,Jul,6212.18
2013,LĀNA'I,Aug,6241.81
2013,LĀNA'I,Sep,6392.46
2013,LĀNA'I,Oct,5883.03
2013,LĀNA'I,Nov,5507.42
2013,LĀNA'I,Dec,6751.66
2013,KAUA'I,Jan,92093.67
2013,KAUA'I,Feb,88562.28
2013,KAUA'I,Mar,94697.54
2013,KAUA'I,Apr,87642.63
2013,KAUA'I,May,90382.28
2013,KAUA'I,Jun,105546.07
2013,KAUA'I,Jul,108842.19
2013,KAUA'I,Aug,102012.59
2013,KAUA'I,Sep,84074.02
2013,KAUA'I,Oct,86880.33
2013,KAUA'I,Nov,81961.30
2013,KAUA'I,Dec,91659.34
2013,HAWAI'I ISLAND,Jan,131257.46
2013,HAWAI'I ISLAND,Feb,128212.01
2013,HAWAI'I ISLAND,Mar,132519.96
2013,HAWAI'I ISLAND,Apr,108188.42
2013,HAWAI'I ISLAND,May,108411.04
2013,HAWAI'I ISLAND,Jun,130936.38
2013,HAWAI'I ISLAND,Jul,134859.31
2013,HAWAI'I ISLAND,Aug,128282.46
2013,HAWAI'I ISLAND,Sep,101935.71
2013,HAWAI'I ISLAND,Oct,103929.86
2013,HAWAI'I ISLAND,Nov,101943.09
2013,HAWAI'I ISLAND,Dec,124769.42
2014,O'AHU,Jan,417883.06
2014,O'AHU,Feb,392615.32
2014,O'AHU,Mar,436844.90
2014,O'AHU,Apr,392377.05
2014,O'AHU,May,414449.87
2014,O'AHU,Jun,466255.52
2014,O'AHU,Jul,496626.48
2014,O'AHU,Aug,481794.54
2014,O'AHU,Sep,413046.29
2014,O'AHU,Oct,422733.70
2014,O'AHU,Nov,392912.43
2014,O'AHU,Dec,465081.42
2014,MAUI,Jan,200641.77
2014,MAUI,Feb,191758.26
2014,MAUI,Mar,216561.91
2014,MAUI,Apr,199374.22
2014,MAUI,May,190840.61
2014,MAUI,Jun,208634.61
2014,MAUI,Jul,227227.64
2014,MAUI,Aug,204886.21
2014,MAUI,Sep,171315.68
2014,MAUI,Oct,189389.96
2014,MAUI,Nov,188599.19
2014,MAUI,Dec,228187.43
2014,MOLOKA'I,Jan,5362.73
2014,MOLOKA'I,Feb,4867.07
2014,MOLOKA'I,Mar,4711.47
2014,MOLOKA'I,Apr,4340.79
2014,MOLOKA'I,May,4881.18
2014,MOLOKA'I,Jun,5130.50
2014,MOLOKA'I,Jul,5199.32
2014,MOLOKA'I,Aug,4740.45
2014,MOLOKA'I,Sep,4545.48
2014,MOLOKA'I,Oct,4943.90
2014,MOLOKA'I,Nov,5088.06
2014,MOLOKA'I,Dec,6288.82
2014,LĀNA'I,Jan,6026.70
2014,LĀNA'I,Feb,5256.32
2014,LĀNA'I,Mar,5424.88
2014,LĀNA'I,Apr,5550.37
2014,LĀNA'I,May,5924.69
2014,LĀNA'I,Jun,4956.63
2014,LĀNA'I,Jul,5539.52
2014,LĀNA'I,Aug,5632.38
2014,LĀNA'I,Sep,5784.86
2014,LĀNA'I,Oct,5412.14
2014,LĀNA'I,Nov,5408.94
2014,LĀNA'I,Dec,7233.01
2014,KAUA'I,Jan,92591.30
2014,KAUA'I,Feb,82926.40
2014,KAUA'I,Mar,92947.24
2014,KAUA'I,Apr,89283.24
2014,KAUA'I,May,92363.68
2014,KAUA'I,Jun,104708.21
2014,KAUA'I,Jul,113115.75
2014,KAUA'I,Aug,101319.22
2014,KAUA'I,Sep,81245.19
2014,KAUA'I,Oct,85421.74
2014,KAUA'I,Nov,82504.77
2014,KAUA'I,Dec,101546.15
2014,HAWAI'I ISLAND,Jan,131462.88
2014,HAWAI'I ISLAND,Feb,121408.97
2014,HAWAI'I ISLAND,Mar,127682.04
2014,HAWAI'I ISLAND,Apr,109439.20
2014,HAWAI'I ISLAND,May,106600.93
2014,HAWAI'I ISLAND,Jun,126073.62
2014,HAWAI'I ISLAND,Jul,140126.89
2014,HAWAI'I ISLAND,Aug,127923.07
2014,HAWAI'I ISLAND,Sep,100585.84
2014,HAWAI'I ISLAND,Oct,115588.51
2014,HAWAI'I ISLAND,Nov,107439.42
2014,HAWAI'I ISLAND,Dec,140352.63
2015,O'AHU,Jan,405600.18
2015,O'AHU,Feb,400685.82
2015,O'AHU,Mar,458775.64
2015,O'AHU,Apr,401169.40
2015,O'AHU,May,447537.22
2015,O'AHU,Jun,484757.09
2015,O'AHU,Jul,513577.15
2015,O'AHU,Aug,489422.85
2015,O'AHU,Sep,413825.89
2015,O'AHU,Oct,429361.13
2015,O'AHU,Nov,407376.13
2015,O'AHU,Dec,487823.55
2015,MAUI,Jan,212977.32
2015,MAUI,Feb,197831.89
2015,MAUI,Mar,231792.17
2015,MAUI,Apr,203082.26
2015,MAUI,May,206494.34
2015,MAUI,Jun,232297.05
2015,MAUI,Jul,243708.35
2015,MAUI,Aug,216265.42
2015,MAUI,Sep,177152.58
2015,MAUI,Oct,191102.34
2015,MAUI,Nov,194885.43
2015,MAUI,Dec,232572.50
2015,MOLOKA'I,Jan,6227.54
2015,MOLOKA'I,Feb,7299.85
2015,MOLOKA'I,Mar,7001.17
2015,MOLOKA'I,Apr,4099.84
2015,MOLOKA'I,May,4960.02
2015,MOLOKA'I,Jun,6892.78
2015,MOLOKA'I,Jul,5341.22
2015,MOLOKA'I,Aug,5158.18
2015,MOLOKA'I,Sep,4266.91
2015,MOLOKA'I,Oct,4053.56
2015,MOLOKA'I,Nov,3921.01
2015,MOLOKA'I,Dec,5544.96
2015,LĀNA'I,Jan,5666.28
2015,LĀNA'I,Feb,6342.32
2015,LĀNA'I,Mar,6289.63
2015,LĀNA'I,Apr,4774.42
2015,LĀNA'I,May,5280.06
2015,LĀNA'I,Jun,6401.52
2015,LĀNA'I,Jul,4098.61
2015,LĀNA'I,Aug,4566.99
2015,LĀNA'I,Sep,3658.88
2015,LĀNA'I,Oct,3579.83
2015,LĀNA'I,Nov,3450.01
2015,LĀNA'I,Dec,4281.73
2015,KAUA'I,Jan,97695.23
2015,KAUA'I,Feb,86269.68
2015,KAUA'I,Mar,103456.86
2015,KAUA'I,Apr,93007.89
2015,KAUA'I,May,98417.47
2015,KAUA'I,Jun,110804.64
2015,KAUA'I,Jul,116420.67
2015,KAUA'I,Aug,103924.01
2015,KAUA'I,Sep,85284.17
2015,KAUA'I,Oct,91860.45
2015,KAUA'I,Nov,82978.92
2015,KAUA'I,Dec,103632.05
2015,HAWAI'I ISLAND,Jan,130645.53
2015,HAWAI'I ISLAND,Feb,124858.14
2015,HAWAI'I ISLAND,Mar,138285.45
2015,HAWAI'I ISLAND,Apr,117142.11
2015,HAWAI'I ISLAND,May,116588.75
2015,HAWAI'I ISLAND,Jun,139026.52
2015,HAWAI'I ISLAND,Jul,148574.24
2015,HAWAI'I ISLAND,Aug,130350.58
2015,HAWAI'I ISLAND,Sep,101424.35
2015,HAWAI'I ISLAND,Oct,115228.92
2015,HAWAI'I ISLAND,Nov,109178.34
2015,HAWAI'I ISLAND,Dec,143670.34
2016,O'AHU,Jan,433867.77
2016,O'AHU,Feb,413383.65
2016,O'AHU,Mar,450642.53
2016,O'AHU,Apr,407656.00
2016,O'AHU,May,449776.84
2016,O'AHU,Jun,494833.75
2016,O'AHU,Jul,514313.10
2016,O'AHU,Aug,495517.63
2016,O'AHU,Sep,432533.00
2016,O'AHU,Oct,435329.84
2016,O'AHU,Nov,422040.05
2016,O'AHU,Dec,497335.06
2016,MAUI,Jan,215747.27
2016,MAUI,Feb,205407.13
2016,MAUI,Mar,232375.17
2016,MAUI,Apr,211662.57
2016,MAUI,May,212134.61
2016,MAUI,Jun,238647.65
2016,MAUI,Jul,254728.38
2016,MAUI,Aug,226189.57
2016,MAUI,Sep,194517.35
2016,MAUI,Oct,206507.16
2016,MAUI,Nov,196946.02
2016,MAUI,Dec,239374.01
2016,MOLOKA'I,Jan,5582.16
2016,MOLOKA'I,Feb,5027.94
2016,MOLOKA'I,Mar,6106.17
2016,MOLOKA'I,Apr,4397.88
2016,MOLOKA'I,May,4692.88
2016,MOLOKA'I,Jun,4830.59
2016,MOLOKA'I,Jul,4833.42
2016,MOLOKA'I,Aug,4937.10
2016,MOLOKA'I,Sep,4506.33
2016,MOLOKA'I,Oct,4237.06
2016,MOLOKA'I,Nov,4032.30
2016,MOLOKA'I,Dec,5747.83
2016,LĀNA'I,Jan,4334.06
2016,LĀNA'I,Feb,4150.30
2016,LĀNA'I,Mar,5332.68
2016,LĀNA'I,Apr,6086.50
2016,LĀNA'I,May,5826.83
2016,LĀNA'I,Jun,5126.96
2016,LĀNA'I,Jul,5054.30
2016,LĀNA'I,Aug,6147.27
2016,LĀNA'I,Sep,5103.85
2016,LĀNA'I,Oct,4671.14
2016,LĀNA'I,Nov,5231.71
2016,LĀNA'I,Dec,5958.87
2016,KAUA'I,Jan,96331.40
2016,KAUA'I,Feb,88314.51
2016,KAUA'I,Mar,96534.69
2016,KAUA'I,Apr,93001.34
2016,KAUA'I,May,95314.86
2016,KAUA'I,Jun,114323.40
2016,KAUA'I,Jul,119870.91
2016,KAUA'I,Aug,105087.09
2016,KAUA'I,Sep,89089.64
2016,KAUA'I,Oct,93991.74
2016,KAUA'I,Nov,87341.95
2016,KAUA'I,Dec,108067.28
2016,HAWAI'I ISLAND,Jan,136047.49
2016,HAWAI'I ISLAND,Feb,124627.37
2016,HAWAI'I ISLAND,Mar,133685.33
2016,HAWAI'I ISLAND,Apr,117457.49
2016,HAWAI'I ISLAND,May,114172.56
2016,HAWAI'I ISLAND,Jun,141537.40
2016,HAWAI'I ISLAND,Jul,148112.38
2016,HAWAI'I ISLAND,Aug,132883.66
2016,HAWAI'I ISLAND,Sep,111354.73
2016,HAWAI'I ISLAND,Oct,121280.52
2016,HAWAI'I ISLAND,Nov,113823.69
2016,HAWAI'I ISLAND,Dec,154960.15
2017,O'AHU,Jan,"449,831"
2017,O'AHU,Feb,"421,218"
2017,O'AHU,Mar,"466,361"
2017,O'AHU,Apr,"439,582"
2017,O'AHU,May,"461,111"
2017,O'AHU,Jun,"514,068"
2017,O'AHU,Jul,"559,084"
2017,O'AHU,Aug,"518,991"
2017,O'AHU,Sep,"447,844"
2017,O'AHU,Oct,"447,139"
2017,O'AHU,Nov,"441,890"
2017,O'AHU,Dec,"516,225"
2017,MAUI,Jan,221757.98
2017,MAUI,Feb,202370.01
2017,MAUI,Mar,240401.59
2017,MAUI,Apr,229080.10
2017,MAUI,May,222949.98
2017,MAUI,Jun,252629.42
2017,MAUI,Jul,263138.55
2017,MAUI,Aug,232584.27
2017,MAUI,Sep,201174.01
2017,MAUI,Oct,215537.33
2017,MAUI,Nov,217150.19
2017,MAUI,Dec,259002.33
2017,MOLOKA'I,Jan,5324.76
2017,MOLOKA'I,Feb,4704.14
2017,MOLOKA'I,Mar,5554.69
2017,MOLOKA'I,Apr,4203.13
2017,MOLOKA'I,May,4480.78
2017,MOLOKA'I,Jun,4838.87
2017,MOLOKA'I,Jul,4288.38
2017,MOLOKA'I,Aug,4593.12
2017,MOLOKA'I,Sep,5305.46
2017,MOLOKA'I,Oct,4286.75
2017,MOLOKA'I,Nov,4435.97
2017,MOLOKA'I,Dec,5982.12
2017,LĀNA'I,Jan,4651.84
2017,LĀNA'I,Feb,4356.08
2017,LĀNA'I,Mar,6154.13
2017,LĀNA'I,Apr,5639.81
2017,LĀNA'I,May,5998.40
2017,LĀNA'I,Jun,5365.56
2017,LĀNA'I,Jul,5269.97
2017,LĀNA'I,Aug,5429.77
2017,LĀNA'I,Sep,5215.11
2017,LĀNA'I,Oct,4975.43
2017,LĀNA'I,Nov,4879.45
2017,LĀNA'I,Dec,6593.33
2017,KAUA'I,Jan,99740.41
2017,KAUA'I,Feb,94688.44
2017,KAUA'I,Mar,105296.18
2017,KAUA'I,Apr,102767.14
2017,KAUA'I,May,105571.97
2017,KAUA'I,Jun,124861.92
2017,KAUA'I,Jul,128329.96
2017,KAUA'I,Aug,111878.62
2017,KAUA'I,Sep,97561.31
2017,KAUA'I,Oct,100511.53
2017,KAUA'I,Nov,97397.64
2017,KAUA'I,Dec,116837.64
2017,HAWAI'I ISLAND,Jan,151578.27
2017,HAWAI'I ISLAND,Feb,135202.65
2017,HAWAI'I ISLAND,Mar,151901.24
2017,HAWAI'I ISLAND,Apr,139990.28
2017,HAWAI'I ISLAND,May,134110.30
2017,HAWAI'I ISLAND,Jun,157489.22
2017,HAWAI'I ISLAND,Jul,175862.27
2017,HAWAI'I ISLAND,Aug,152242.96
2017,HAWAI'I ISLAND,Sep,121035.18
2017,HAWAI'I ISLAND,Oct,135236.55
2017,HAWAI'I ISLAND,Nov,137717.60
2017,HAWAI'I ISLAND,Dec,174777.67
2018,O'AHU,Jan,457656.58
2018,O'AHU,Feb,454308.37
2018,O'AHU,Mar,503033.39
2018,O'AHU,Apr,445058.03
2018,O'AHU,May,482224.38
2018,O'AHU,Jun,536414.22
2018,O'AHU,Jul,561784.05
2018,O'AHU,Aug,534977.42
2018,O'AHU,Sep,453390.04
2018,O'AHU,Oct,460567.92
2018,O'AHU,Nov,449924.23
2018,O'AHU,Dec,523018.94
2018,MAUI,Jan,230278.77
2018,MAUI,Feb,218709.21
2018,MAUI,Mar,259106.59
2018,MAUI,Apr,236915.40
2018,MAUI,May,238450.65
2018,MAUI,Jun,281701.11
2018,MAUI,Jul,296054.68
2018,MAUI,Aug,245077.61
2018,MAUI,Sep,210756.29
2018,MAUI,Oct,216518.24
2018,MAUI,Nov,226915.20
2018,MAUI,Dec,254428.31
2018,MOLOKA'I,Jan,5166.03
2018,MOLOKA'I,Feb,5967.59
2018,MOLOKA'I,Mar,4858.98
2018,MOLOKA'I,Apr,5746.51
2018,MOLOKA'I,May,4434.89
2018,MOLOKA'I,Jun,4531.22
2018,MOLOKA'I,Jul,5612.69
2018,MOLOKA'I,Aug,3902.52
2018,MOLOKA'I,Sep,4471.00
2018,MOLOKA'I,Oct,4586.00
2018,MOLOKA'I,Nov,4716.98
2018,MOLOKA'I,Dec,4891.08
2018,LĀNA'I,Jan,6128.65
2018,LĀNA'I,Feb,6406.74
2018,LĀNA'I,Mar,7006.53
2018,LĀNA'I,Apr,6515.16
2018,LĀNA'I,May,6529.54
2018,LĀNA'I,Jun,7034.25
2018,LĀNA'I,Jul,6215.09
2018,LĀNA'I,Aug,6421.65
2018,LĀNA'I,Sep,5293.94
2018,LĀNA'I,Oct,5603.61
2018,LĀNA'I,Nov,6098.59
2018,LĀNA'I,Dec,5756.56
2018,KAUA'I,Jan,111640.54
2018,KAUA'I,Feb,106023.84
2018,KAUA'I,Mar,128070.72
2018,KAUA'I,Apr,113316.67
2018,KAUA'I,May,112172.73
2018,KAUA'I,Jun,136246.35
2018,KAUA'I,Jul,137857.92
2018,KAUA'I,Aug,115756.00
2018,KAUA'I,Sep,100575.76
2018,KAUA'I,Oct,103502.79
2018,KAUA'I,Nov,104437.32
2018,KAUA'I,Dec,119699.76
2018,HAWAI'I ISLAND,Jan,157307.16
2018,HAWAI'I ISLAND,Feb,161870.20
2018,HAWAI'I ISLAND,Mar,172452.16
2018,HAWAI'I ISLAND,Apr,152557.05
2018,HAWAI'I ISLAND,May,130718.06
2018,HAWAI'I ISLAND,Jun,150003.25
2018,HAWAI'I ISLAND,Jul,152217.64
2018,HAWAI'I ISLAND,Aug,134347.97
2018,HAWAI'I ISLAND,Sep,101245.33
2018,HAWAI'I ISLAND,Oct,115198.67
2018,HAWAI'I ISLAND,Nov,123151.25
2018,HAWAI'I ISLAND,Dec,155149.04
